year,aun,county,district,grade,science_a,science_p,science_b,science_bb
2008,121390302,Lehigh,ALLENTOWN CITY SD,8,3.4,15.3,26.1,55.2
2008,121390302,Lehigh,ALLENTOWN CITY SD,11,1.7,10.6,40.4,47.3
2008,121391303,Lehigh,CATASAUQUA AREA SD,4,44.7,32,16.5,6.8
2008,121391303,Lehigh,CATASAUQUA AREA SD,8,16.3,37.4,26.8,19.5
2008,121391303,Lehigh,CATASAUQUA AREA SD,11,6.1,21.7,49.6,22.6
2008,121392303,Lehigh,EAST PENN SD,4,59.8,33.4,5.5,1.3
2008,121392303,Lehigh,EAST PENN SD,8,23.2,44.5,21.9,10.3
2008,121392303,Lehigh,EAST PENN SD,11,17.6,32.7,40.7,9
2008,121394503,Lehigh,NORTHERN LEHIGH SD,4,31.3,49,19,0.7
2008,121394503,Lehigh,NORTHERN LEHIGH SD,8,13.2,39.6,30.2,17
2008,121394503,Lehigh,NORTHERN LEHIGH SD,11,6.4,28.8,48.7,16
2008,121394603,Lehigh,NORTHWESTERN LEHIGH SD,4,59.9,36.7,3.4,0
2008,121394603,Lehigh,NORTHWESTERN LEHIGH SD,8,20.1,50.8,26.5,2.6
2008,121394603,Lehigh,NORTHWESTERN LEHIGH SD,11,19.4,34,42.4,4.2
2008,121395103,Lehigh,PARKLAND SD,4,52.9,38.7,6.6,1.8
2008,121395103,Lehigh,PARKLAND SD,8,27.2,43.3,19.9,9.6
2008,121395103,Lehigh,PARKLAND SD,11,15.9,28.4,45.5,10.2
2008,121395603,Lehigh,SALISBURY TOWNSHIP SD,4,45.5,46.4,8.2,0
2008,121395603,Lehigh,SALISBURY TOWNSHIP SD,8,28.9,40.6,25,5.5
2008,121395603,Lehigh,SALISBURY TOWNSHIP SD,11,16.2,34.4,37.7,11.7
2008,121395703,Lehigh,SOUTHERN LEHIGH SD,4,67.4,28.6,3.1,0.9
2008,121395703,Lehigh,SOUTHERN LEHIGH SD,8,32.1,43.9,17.9,6.1
2008,121395703,Lehigh,SOUTHERN LEHIGH SD,11,16.2,30.7,43.6,9.5
2008,121397803,Lehigh,WHITEHALL-COPLAY SD,4,49.1,41.7,7.8,1.4
2008,121397803,Lehigh,WHITEHALL-COPLAY SD,8,22.3,43.9,22.5,11.3
2008,121397803,Lehigh,WHITEHALL-COPLAY SD,11,13.1,25.4,49.1,12.3
2008,118401403,Luzerne,CRESTWOOD SD,4,53.6,41.3,4.7,0.4
2008,118401403,Luzerne,CRESTWOOD SD,8,19.6,55.2,16.7,8.5
2008,118401403,Luzerne,CRESTWOOD SD,11,11.3,28.7,47.9,12.1
2008,118401603,Luzerne,DALLAS SD,4,64.8,31.9,2.4,1
2008,118401603,Luzerne,DALLAS SD,8,20.4,50.7,19.1,9.8
2008,118401603,Luzerne,DALLAS SD,11,14.8,33.8,45.4,6
2008,118402603,Luzerne,GREATER NANTICOKE AREA SD,4,24,52,19.3,4.7
2008,118402603,Luzerne,GREATER NANTICOKE AREA SD,8,6.2,33.7,32,28.1
2008,118402603,Luzerne,GREATER NANTICOKE AREA SD,11,5.5,19.1,59.6,15.8
2008,118403003,Luzerne,HANOVER AREA SD,4,30.5,42.6,20.6,6.4
2008,118403003,Luzerne,HANOVER AREA SD,8,12.3,42.6,27.8,17.3
2008,118403003,Luzerne,HANOVER AREA SD,11,10.7,40.7,39.3,9.3
2008,118403302,Luzerne,HAZLETON AREA SD,4,35.9,40.7,15.8,7.7
2008,118403302,Luzerne,HAZLETON AREA SD,8,10.5,34.5,26.3,28.7
2008,118403302,Luzerne,HAZLETON AREA SD,11,5,14.9,49.7,30.4
2008,118403903,Luzerne,LAKE-LEHMAN SD,4,66.2,26.6,5.8,1.4
2008,118403903,Luzerne,LAKE-LEHMAN SD,8,12.1,41.8,23.6,22.5
2008,118403903,Luzerne,LAKE-LEHMAN SD,11,7,15.2,63.3,14.6
2008,118406003,Luzerne,NORTHWEST AREA SD,4,51.5,38.6,7.9,2
2008,118406003,Luzerne,NORTHWEST AREA SD,8,15.5,40.8,31.1,12.6
2008,118406003,Luzerne,NORTHWEST AREA SD,11,8.5,28.3,48.1,15.1
2008,118406602,Luzerne,PITTSTON AREA SD,4,42.7,43.1,10,4.2
2008,118406602,Luzerne,PITTSTON AREA SD,8,20.6,45.2,22.1,12.1
2008,118406602,Luzerne,PITTSTON AREA SD,11,7.2,31.5,52.2,9.1
2008,118408852,Luzerne,WILKES-BARRE AREA SD,4,32.6,40.6,18.2,8.6
2008,118408852,Luzerne,WILKES-BARRE AREA SD,8,8.5,32.3,33.8,25.4
2008,118408852,Luzerne,WILKES-BARRE AREA SD,11,7.4,23.2,54.3,15.2
2008,118409203,Luzerne,WYOMING AREA SD,4,57.6,34.2,7.1,1.1
2008,118409203,Luzerne,WYOMING AREA SD,8,25.4,36.3,22.4,15.9
2008,118409203,Luzerne,WYOMING AREA SD,11,13.9,31.3,44.3,10.4
2008,118409302,Luzerne,WYOMING VALLEY WEST SD,4,36.6,47.4,12.5,3.5
2008,118409302,Luzerne,WYOMING VALLEY WEST SD,8,12,38.7,26.5,22.8
2008,118409302,Luzerne,WYOMING VALLEY WEST SD,11,7.5,21.6,52.5,18.4
2008,117412003,Lycoming,EAST LYCOMING SD,4,45.5,40.9,12.7,0.9
2008,117412003,Lycoming,EAST LYCOMING SD,8,23.8,42.3,20.8,13.1
2008,117412003,Lycoming,EAST LYCOMING SD,11,12.9,27.4,50.8,8.9
2008,117414003,Lycoming,JERSEY SHORE AREA SD,4,45.6,42.9,9.9,1.6
2008,117414003,Lycoming,JERSEY SHORE AREA SD,8,11.2,36.3,22.9,29.6
2008,117414003,Lycoming,JERSEY SHORE AREA SD,11,8.6,19,56.7,15.7
2008,117414203,Lycoming,LOYALSOCK TOWNSHIP SD,4,43.4,48.2,7.2,1.2
2008,117414203,Lycoming,LOYALSOCK TOWNSHIP SD,8,15.3,45.9,27.9,10.8
2008,117414203,Lycoming,LOYALSOCK TOWNSHIP SD,11,13.4,39.4,42.5,4.7
2008,117415004,Lycoming,MONTGOMERY AREA SD,4,60,36.9,1.5,1.5
2008,117415004,Lycoming,MONTGOMERY AREA SD,8,15.5,43.1,27.6,13.8
2008,117415004,Lycoming,MONTGOMERY AREA SD,11,10.1,34.8,47.8,7.2
2008,117415103,Lycoming,MONTOURSVILLE AREA SD,4,53,39.6,5.2,2.2
2008,117415103,Lycoming,MONTOURSVILLE AREA SD,8,26,49.3,17.3,7.3
2008,117415103,Lycoming,MONTOURSVILLE AREA SD,11,14.6,39.9,37.6,7.9
2008,117415303,Lycoming,MUNCY SD,4,39.4,43.9,13.6,3
2008,117415303,Lycoming,MUNCY SD,8,35.3,38.2,11.8,14.7
2008,117415303,Lycoming,MUNCY SD,11,9,36,46.1,9
2008,117416103,Lycoming,SOUTH WILLIAMSPORT AREA SD,4,44.8,42.5,9.2,3.4
2008,117416103,Lycoming,SOUTH WILLIAMSPORT AREA SD,8,8.7,42.6,28.7,20
2008,117416103,Lycoming,SOUTH WILLIAMSPORT AREA SD,11,5.3,30.7,54.4,9.6
2008,117417202,Lycoming,WILLIAMSPORT AREA SD,4,33.9,47,15.7,3.4
2008,117417202,Lycoming,WILLIAMSPORT AREA SD,8,9.8,38,32.2,20
2008,117417202,Lycoming,WILLIAMSPORT AREA SD,11,5.4,21.5,47,26.1
2008,109420803,Mckean,BRADFORD AREA SD,4,29.5,49.7,15.6,5.2
2008,109420803,Mckean,BRADFORD AREA SD,8,17.1,30.9,26.7,25.3
2008,109420803,Mckean,BRADFORD AREA SD,11,13.3,33.5,40.8,12.4
2008,109422303,Mckean,KANE AREA SD,4,37.5,46.3,12.5,3.8
2008,109422303,Mckean,KANE AREA SD,8,16.5,32.9,30.4,20.3
2008,109422303,Mckean,KANE AREA SD,11,17.8,31.7,42.6,7.9
2008,109426003,Mckean,OTTO-ELDRED SD,4,56.9,35.3,7.8,0
2008,109426003,Mckean,OTTO-ELDRED SD,8,20,32,22,26
2008,109426003,Mckean,OTTO-ELDRED SD,11,2.9,17.1,57.1,22.9
2008,109426303,Mckean,PORT ALLEGANY SD,4,44.6,35.4,15.4,4.6
2008,109426303,Mckean,PORT ALLEGANY SD,8,20.2,40.4,18,21.3
2008,109426303,Mckean,PORT ALLEGANY SD,11,1,18.6,66,14.4
2008,109427503,Mckean,SMETHPORT AREA SD,4,30.3,62.1,4.5,3
2008,109427503,Mckean,SMETHPORT AREA SD,8,19.7,36.1,29.5,14.8
2008,109427503,Mckean,SMETHPORT AREA SD,11,6.6,25.3,57.1,11
2008,104431304,Mercer,COMMODORE PERRY SD,4,54.5,40.9,4.5,0
2008,104431304,Mercer,COMMODORE PERRY SD,8,22,31.7,34.1,12.2
2008,104431304,Mercer,COMMODORE PERRY SD,11,11.3,37.7,41.5,9.4
2008,104432503,Mercer,FARRELL AREA SD,4,16.2,57.4,19.1,7.4
2008,104432503,Mercer,FARRELL AREA SD,8,6.3,14.3,28.6,50.8
2008,104432503,Mercer,FARRELL AREA SD,11,0,7.3,47.3,45.5
2008,104432803,Mercer,GREENVILLE AREA SD,4,38.8,49,9.2,3.1
2008,104432803,Mercer,GREENVILLE AREA SD,8,8.7,39.4,25.2,26.8
2008,104432803,Mercer,GREENVILLE AREA SD,11,7.6,25.7,51.4,15.3
2008,104432903,Mercer,GROVE CITY AREA SD,4,56.3,34.8,6.3,2.5
2008,104432903,Mercer,GROVE CITY AREA SD,8,25,42.4,19,13.6
2008,104432903,Mercer,GROVE CITY AREA SD,11,22.5,36.3,39.2,2
2008,104433303,Mercer,HERMITAGE SD,4,57.1,34.7,6.8,1.4
2008,104433303,Mercer,HERMITAGE SD,8,17.2,42.3,27.6,12.9
2008,104433303,Mercer,HERMITAGE SD,11,6,28.8,48.4,16.8
2008,104433604,Mercer,JAMESTOWN AREA SD,4,72.5,27.5,0,0
2008,104433604,Mercer,JAMESTOWN AREA SD,8,10.6,53.2,21.3,14.9
2008,104433604,Mercer,JAMESTOWN AREA SD,11,4.2,18.8,54.2,22.9
2008,104433903,Mercer,LAKEVIEW SD,4,37.5,43.8,16.7,2.1
2008,104433903,Mercer,LAKEVIEW SD,8,21.6,42.3,21.6,14.4
2008,104433903,Mercer,LAKEVIEW SD,11,9.2,39.8,45.9,5.1
2008,104435003,Mercer,MERCER AREA SD,4,60.9,36.8,2.3,0
2008,104435003,Mercer,MERCER AREA SD,8,23.9,47,20.5,8.5
2008,104435003,Mercer,MERCER AREA SD,11,13,25.9,47.2,13.9
2008,104435303,Mercer,REYNOLDS SD,4,36.6,51.5,10.9,1
2008,104435303,Mercer,REYNOLDS SD,8,14.6,43.7,21.4,20.4
2008,104435303,Mercer,REYNOLDS SD,11,13.2,18.4,51.8,16.7
2008,104435603,Mercer,SHARON CITY SD,4,24.2,51,17.2,7.6
2008,104435603,Mercer,SHARON CITY SD,8,3.7,17.9,38.1,40.3
2008,104435603,Mercer,SHARON CITY SD,11,0.9,11.7,62.2,25.2
2008,104435703,Mercer,SHARPSVILLE AREA SD,4,41.6,48.5,7.9,2
2008,104435703,Mercer,SHARPSVILLE AREA SD,8,30.1,35.9,20.4,13.6
2008,104435703,Mercer,SHARPSVILLE AREA SD,11,12.2,35.7,45.9,6.1
2008,104437503,Mercer,WEST MIDDLESEX AREA SD,4,41.8,44.3,12.7,1.3
2008,104437503,Mercer,WEST MIDDLESEX AREA SD,8,20,35.7,21.4,22.9
2008,104437503,Mercer,WEST MIDDLESEX AREA SD,11,6.8,18.4,53.4,21.4
2008,111444602,Mifflin,MIFFLIN COUNTY SD,4,36.6,46.5,12.2,4.7
2008,111444602,Mifflin,MIFFLIN COUNTY SD,8,12.6,34,26,27.4
2008,111444602,Mifflin,MIFFLIN COUNTY SD,11,6.5,25.1,54.5,13.9
2008,120452003,Monroe,EAST STROUDSBURG AREA SD,4,41.5,43.5,11,4
2008,120452003,Monroe,EAST STROUDSBURG AREA SD,8,17.2,40.7,27.6,14.4
2008,120452003,Monroe,EAST STROUDSBURG AREA SD,11,5.3,22.3,53,19.4
2008,120455203,Monroe,PLEASANT VALLEY SD,4,44.4,45.9,7.9,1.8
2008,120455203,Monroe,PLEASANT VALLEY SD,8,11.9,37.4,31.6,19
2008,120455203,Monroe,PLEASANT VALLEY SD,11,6.6,20.3,52,21.1
2008,120455403,Monroe,POCONO MOUNTAIN SD,4,36.4,46.2,13.9,3.6
2008,120455403,Monroe,POCONO MOUNTAIN SD,8,11.3,34.6,26.4,27.8
2008,120455403,Monroe,POCONO MOUNTAIN SD,11,5,16.1,54,24.9
2008,120456003,Monroe,STROUDSBURG AREA SD,4,37.2,45.7,12.5,4.6
2008,120456003,Monroe,STROUDSBURG AREA SD,8,16.8,42.3,25.7,15.1
2008,120456003,Monroe,STROUDSBURG AREA SD,11,14.9,26.3,46.1,12.6
2008,123460302,Montgomery,ABINGTON SD,4,51.3,39,8.3,1.3
2008,123460302,Montgomery,ABINGTON SD,8,16.3,37.4,25.4,20.9
2008,123460302,Montgomery,ABINGTON SD,11,12.5,26.2,43.6,17.7
2008,123461302,Montgomery,CHELTENHAM TOWNSHIP SD,4,44.6,40.9,10.1,4.3
2008,123461302,Montgomery,CHELTENHAM TOWNSHIP SD,8,21.1,39.4,22.6,16.8
2008,123461302,Montgomery,CHELTENHAM TOWNSHIP SD,11,12.7,21.2,45.1,21
2008,123461602,Montgomery,COLONIAL SD,4,48.6,45.1,6,0.3
2008,123461602,Montgomery,COLONIAL SD,8,29.4,45.1,16.2,9.3
2008,123461602,Montgomery,COLONIAL SD,11,19.2,28.2,40.3,12.4
2008,123463603,Montgomery,HATBORO-HORSHAM SD,4,58.9,37,3.3,0.8
2008,123463603,Montgomery,HATBORO-HORSHAM SD,8,21.5,48.7,21.3,8.5
2008,123463603,Montgomery,HATBORO-HORSHAM SD,11,11,31.5,46.4,11.2
2008,123463803,Montgomery,JENKINTOWN SD,4,51.1,42.6,6.4,0
2008,123463803,Montgomery,JENKINTOWN SD,8,42.6,40.4,12.8,4.3
2008,123463803,Montgomery,JENKINTOWN SD,11,16.3,40.8,34.7,8.2
2008,123464502,Montgomery,LOWER MERION SD,4,63.6,32.1,3.2,1.1
2008,123464502,Montgomery,LOWER MERION SD,8,37.3,38.7,13.6,10.4
2008,123464502,Montgomery,LOWER MERION SD,11,26.8,38.6,30.7,3.9
2008,123464603,Montgomery,LOWER MORELAND TOWNSHIP SD,4,44.7,44.7,8.1,2.5
2008,123464603,Montgomery,LOWER MORELAND TOWNSHIP SD,8,26.5,46.9,20.4,6.2
2008,123464603,Montgomery,LOWER MORELAND TOWNSHIP SD,11,23.7,30.5,42.4,3.4
2008,123465303,Montgomery,METHACTON SD,4,66.5,29.4,2.8,1.3
2008,123465303,Montgomery,METHACTON SD,8,33.3,46.8,14.1,5.8
2008,123465303,Montgomery,METHACTON SD,11,22,35.9,34.8,7.3
2008,123465602,Montgomery,NORRISTOWN SD,4,18.2,49.9,24,7.9
2008,123465602,Montgomery,NORRISTOWN SD,8,7,20.7,29,43.3
2008,123465602,Montgomery,NORRISTOWN SD,11,3,15.3,49.2,32.5
2008,123465702,Montgomery,NORTH PENN SD,4,52.7,39.6,6.2,1.4
2008,123465702,Montgomery,NORTH PENN SD,8,26.3,45.9,18.6,9.3
2008,123465702,Montgomery,NORTH PENN SD,11,17.8,29.3,42,11
2008,123466103,Montgomery,PERKIOMEN VALLEY SD,4,64.2,30.2,4.4,1.2
2008,123466103,Montgomery,PERKIOMEN VALLEY SD,8,24.5,46.3,21.3,7.9
2008,123466103,Montgomery,PERKIOMEN VALLEY SD,11,20.1,35.3,36.4,8.2
2008,123466303,Montgomery,POTTSGROVE SD,4,43.9,43.9,7.6,4.5
2008,123466303,Montgomery,POTTSGROVE SD,8,13.6,42.4,30.2,13.9
2008,123466303,Montgomery,POTTSGROVE SD,11,15.3,29.1,45,10.6
2008,123466403,Montgomery,POTTSTOWN SD,4,23.9,50.7,18.7,6.7
2008,123466403,Montgomery,POTTSTOWN SD,8,4.8,27.1,39,29
2008,123466403,Montgomery,POTTSTOWN SD,11,1.9,15.4,52.6,30.1
2008,123467103,Montgomery,SOUDERTON AREA SD,4,58.4,35.8,4.4,1.4
2008,123467103,Montgomery,SOUDERTON AREA SD,8,27.5,47.8,17.2,7.5
2008,123467103,Montgomery,SOUDERTON AREA SD,11,17.7,32.5,41.7,8.1
2008,123467203,Montgomery,SPRINGFIELD TOWNSHIP SD,4,49,33.6,11.2,6.3
2008,123467203,Montgomery,SPRINGFIELD TOWNSHIP SD,8,29.2,43.5,19.9,7.5
2008,123467203,Montgomery,SPRINGFIELD TOWNSHIP SD,11,17.6,27.5,39.2,15.7
2008,123467303,Montgomery,SPRING-FORD AREA SD,4,51.2,40.8,6.8,1.2
2008,123467303,Montgomery,SPRING-FORD AREA SD,8,27.4,44.9,19.1,8.7
2008,123467303,Montgomery,SPRING-FORD AREA SD,11,12.4,35.7,45,7
2008,123468303,Montgomery,UPPER DUBLIN SD,4,65,27,6.8,1.2
2008,123468303,Montgomery,UPPER DUBLIN SD,8,33.2,50.1,11.3,5.4
2008,123468303,Montgomery,UPPER DUBLIN SD,11,26.2,34,35.7,4.2
2008,123468402,Montgomery,UPPER MERION AREA SD,4,60.1,34.4,3.6,2
2008,123468402,Montgomery,UPPER MERION AREA SD,8,21.7,46.2,23.1,9
2008,123468402,Montgomery,UPPER MERION AREA SD,11,21.7,32.1,39.7,6.5
2008,123468503,Montgomery,UPPER MORELAND TOWNSHIP SD,4,51.8,43.3,4.5,0.4
2008,123468503,Montgomery,UPPER MORELAND TOWNSHIP SD,8,19.7,44.9,23.5,12
2008,123468503,Montgomery,UPPER MORELAND TOWNSHIP SD,11,12.6,29.6,46.7,11.1
2008,123468603,Montgomery,UPPER PERKIOMEN SD,4,51.7,41.7,3.8,2.9
2008,123468603,Montgomery,UPPER PERKIOMEN SD,8,16.6,43.2,25.9,14.3
2008,123468603,Montgomery,UPPER PERKIOMEN SD,11,16.6,35.3,43.9,4.3
2008,123469303,Montgomery,WISSAHICKON SD,4,49.4,41.9,6.1,2.6
2008,123469303,Montgomery,WISSAHICKON SD,8,29.5,40.4,22.5,7.6
2008,123469303,Montgomery,WISSAHICKON SD,11,19.6,32.2,35.6,12.6
2008,116471803,Montour,DANVILLE AREA SD,4,52.6,42.1,3.9,1.3
2008,116471803,Montour,DANVILLE AREA SD,8,18.2,42.6,23.4,15.8
2008,116471803,Montour,DANVILLE AREA SD,11,15.6,24.1,49.2,11.1
2008,120480803,Northampton,BANGOR AREA SD,4,43.5,41.6,11.8,3.1
2008,120480803,Northampton,BANGOR AREA SD,8,13.1,48.9,25.5,12.4
2008,120480803,Northampton,BANGOR AREA SD,11,7.7,21.3,43.8,27.2
2008,120481002,Northampton,BETHLEHEM AREA SD,4,32.6,45.4,14.7,7.4
2008,120481002,Northampton,BETHLEHEM AREA SD,8,13.1,35.1,27.4,24.4
2008,120481002,Northampton,BETHLEHEM AREA SD,11,7.8,21.2,46.1,24.9
2008,120483302,Northampton,EASTON AREA SD,4,42,45.1,9.9,3
2008,120483302,Northampton,EASTON AREA SD,8,14.1,31.2,27.5,27.2
2008,120483302,Northampton,EASTON AREA SD,11,6.3,20,50.5,23.2
2008,120484803,Northampton,NAZARETH AREA SD,4,62.3,31.9,5.8,0
2008,120484803,Northampton,NAZARETH AREA SD,8,18.6,44.6,24.5,12.4
2008,120484803,Northampton,NAZARETH AREA SD,11,9,29.6,52.1,9.3
2008,120484903,Northampton,NORTHAMPTON AREA SD,4,48.1,43.8,5.5,2.5
2008,120484903,Northampton,NORTHAMPTON AREA SD,8,25.1,42.5,20.1,12.3
2008,120484903,Northampton,NORTHAMPTON AREA SD,11,10.6,31.4,47.1,10.9
2008,120485603,Northampton,PEN ARGYL AREA SD,4,36.8,48.1,11.3,3.8
2008,120485603,Northampton,PEN ARGYL AREA SD,8,15,37.4,31.6,16
2008,120485603,Northampton,PEN ARGYL AREA SD,11,14.5,27.6,49.7,8.3
2008,120486003,Northampton,SAUCON VALLEY SD,4,44.5,50,4.4,1.1
2008,120486003,Northampton,SAUCON VALLEY SD,8,21.2,40.9,25,13
2008,120486003,Northampton,SAUCON VALLEY SD,11,10.4,28.4,45,16.1
2008,120488603,Northampton,WILSON AREA SD,4,48.5,45.4,5.5,0.6
2008,120488603,Northampton,WILSON AREA SD,8,17.3,39.9,29.2,13.7
2008,120488603,Northampton,WILSON AREA SD,11,9,23.7,53.7,13.6
2008,116493503,Northumberland,LINE MOUNTAIN SD,4,58.5,36.6,3.7,1.2
2008,116493503,Northumberland,LINE MOUNTAIN SD,8,18.6,40.7,28,12.7
2008,116493503,Northumberland,LINE MOUNTAIN SD,11,13.4,26.8,52.6,7.2
2008,116495003,Northumberland,MILTON AREA SD,4,42.4,41.1,9.3,7.3
2008,116495003,Northumberland,MILTON AREA SD,8,13.9,44.6,24.1,17.5
2008,116495003,Northumberland,MILTON AREA SD,11,10.1,27.5,52.2,10.1
2008,116495103,Northumberland,MOUNT CARMEL AREA SD,4,29.3,52.5,13.1,5.1
2008,116495103,Northumberland,MOUNT CARMEL AREA SD,8,17.1,38.8,28.7,15.5
2008,116495103,Northumberland,MOUNT CARMEL AREA SD,11,8.6,13.2,63.6,14.6
2008,116496503,Northumberland,SHAMOKIN AREA SD,4,31.6,48.5,15.2,4.7
2008,116496503,Northumberland,SHAMOKIN AREA SD,8,13.3,39,27.2,20.5
2008,116496503,Northumberland,SHAMOKIN AREA SD,11,7.3,17.7,55.5,19.5
2008,116496603,Northumberland,SHIKELLAMY SD,4,26.5,54.5,13.3,5.7
2008,116496603,Northumberland,SHIKELLAMY SD,8,19.9,42.4,21.6,16
2008,116496603,Northumberland,SHIKELLAMY SD,11,5.3,23.8,56.8,14.1
2008,116498003,Northumberland,WARRIOR RUN SD,4,41.8,50,8.2,0
2008,116498003,Northumberland,WARRIOR RUN SD,8,16.3,44.7,23.4,15.6
2008,116498003,Northumberland,WARRIOR RUN SD,11,15,29.3,49.6,6
2008,115503004,Perry,GREENWOOD SD,4,56.6,36.8,5.3,1.3
2008,115503004,Perry,GREENWOOD SD,8,20.6,36.5,30.2,12.7
2008,115503004,Perry,GREENWOOD SD,11,14.3,14.3,50,21.4
2008,115504003,Perry,NEWPORT SD,4,34.3,34.3,23.9,7.5
2008,115504003,Perry,NEWPORT SD,8,4,37.4,27.3,31.3
2008,115504003,Perry,NEWPORT SD,11,6.3,28.1,56.3,9.4
2008,115506003,Perry,SUSQUENITA SD,4,45.8,40.8,11.3,2.1
2008,115506003,Perry,SUSQUENITA SD,8,14,40.4,20.5,25.1
2008,115506003,Perry,SUSQUENITA SD,11,14.7,25.2,51,9.1
2008,115508003,Perry,WEST PERRY SD,4,34.5,49.5,11,5
2008,115508003,Perry,WEST PERRY SD,8,9.1,38.6,26.8,25.5
2008,115508003,Perry,WEST PERRY SD,11,6.5,18.9,49.7,24.9
2008,126515001,Philadelphia,PHILADELPHIA CITY SD,4,13.4,39.4,27.2,20
2008,126515001,Philadelphia,PHILADELPHIA CITY SD,8,3.9,17.1,26.7,52.3
2008,126515001,Philadelphia,PHILADELPHIA CITY SD,11,3.1,10.1,40.1,46.8
2008,120522003,Pike,DELAWARE VALLEY SD,4,61.1,36.2,2.2,0.5
2008,120522003,Pike,DELAWARE VALLEY SD,8,19,44.9,25.8,10.3
2008,120522003,Pike,DELAWARE VALLEY SD,11,8.2,31.7,51.2,8.9
2008,109530304,Potter,AUSTIN AREA SD,4,NA,NA,NA,NA
2008,109530304,Potter,AUSTIN AREA SD,8,20,20,40,20
2008,109530304,Potter,AUSTIN AREA SD,11,0,40.9,50,9.1
2008,109531304,Potter,COUDERSPORT AREA SD,4,29.5,47.5,14.8,8.2
2008,109531304,Potter,COUDERSPORT AREA SD,8,16.7,39.4,19.7,24.2
2008,109531304,Potter,COUDERSPORT AREA SD,11,7,38,50.7,4.2
2008,109532804,Potter,GALETON AREA SD,4,52.2,43.5,4.3,0
2008,109532804,Potter,GALETON AREA SD,8,0,40,40,20
2008,109532804,Potter,GALETON AREA SD,11,0,23.1,65.4,11.5
2008,109535504,Potter,NORTHERN POTTER SD,4,40.9,52.3,4.5,2.3
2008,109535504,Potter,NORTHERN POTTER SD,8,14.3,30.4,21.4,33.9
2008,109535504,Potter,NORTHERN POTTER SD,11,6.5,19.6,52.2,21.7
2008,109537504,Potter,OSWAYO VALLEY SD,4,32.4,51.4,16.2,0
2008,109537504,Potter,OSWAYO VALLEY SD,8,8.6,54.3,31.4,5.7
2008,109537504,Potter,OSWAYO VALLEY SD,11,5.8,25,53.8,15.4
2008,129540803,Schuylkill,BLUE MOUNTAIN SD,4,56.5,39.1,3.4,1
2008,129540803,Schuylkill,BLUE MOUNTAIN SD,8,24.1,46.2,21.3,8.4
2008,129540803,Schuylkill,BLUE MOUNTAIN SD,11,17.3,31.5,41.5,9.7
2008,129544503,Schuylkill,MAHANOY AREA SD,4,54.8,34.2,5.5,5.5
2008,129544503,Schuylkill,MAHANOY AREA SD,8,19.7,55.3,15.8,9.2
2008,129544503,Schuylkill,MAHANOY AREA SD,11,4.2,19.4,61.1,15.3
2008,129544703,Schuylkill,MINERSVILLE AREA SD,4,21.5,58.2,19,1.3
2008,129544703,Schuylkill,MINERSVILLE AREA SD,8,13.5,37.1,27,22.5
2008,129544703,Schuylkill,MINERSVILLE AREA SD,11,6.3,23.8,60,10
2008,129545003,Schuylkill,NORTH SCHUYLKILL SD,4,39.5,52.5,6.8,1.2
2008,129545003,Schuylkill,NORTH SCHUYLKILL SD,8,10.6,45.3,28.2,15.9
2008,129545003,Schuylkill,NORTH SCHUYLKILL SD,11,5.8,30.4,55.1,8.7
2008,129546003,Schuylkill,PINE GROVE AREA SD,4,42.3,49.5,5.4,2.7
2008,129546003,Schuylkill,PINE GROVE AREA SD,8,21.2,38.4,24,16.4
2008,129546003,Schuylkill,PINE GROVE AREA SD,11,7.9,29.5,55.4,7.2
2008,129546103,Schuylkill,POTTSVILLE AREA SD,4,34.6,46.1,11.1,8.3
2008,129546103,Schuylkill,POTTSVILLE AREA SD,8,12.4,35.1,31.2,21.3
2008,129546103,Schuylkill,POTTSVILLE AREA SD,11,5.8,21.9,55.4,16.9
2008,129546803,Schuylkill,SAINT CLAIR AREA SD,4,40,50,10,0
2008,129546803,Schuylkill,SAINT CLAIR AREA SD,8,14.3,32.9,31.4,21.4
2008,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,4,36,50.5,12.6,0.9
2008,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,8,13.1,40.2,30.8,15.9
2008,129547303,Schuylkill,SCHUYLKILL HAVEN AREA SD,11,6.7,29.5,47.6,16.2
2008,129547203,Schuylkill,SHENANDOAH VALLEY SD,4,45.3,35.9,9.4,9.4
2008,129547203,Schuylkill,SHENANDOAH VALLEY SD,8,9.2,38.2,38.2,14.5
2008,129547203,Schuylkill,SHENANDOAH VALLEY SD,11,3.4,19.3,63.6,13.6
2008,129547603,Schuylkill,TAMAQUA AREA SD,4,44.2,51.7,1.4,2.7
2008,129547603,Schuylkill,TAMAQUA AREA SD,8,15.5,51.6,20.5,12.4
2008,129547603,Schuylkill,TAMAQUA AREA SD,11,9.9,21.1,57.1,11.8
2008,129547803,Schuylkill,TRI-VALLEY SD,4,59.7,33.9,6.5,0
2008,129547803,Schuylkill,TRI-VALLEY SD,8,15.9,41.3,23.8,19
2008,129547803,Schuylkill,TRI-VALLEY SD,11,12.2,32.9,45.1,9.8
2008,129548803,Schuylkill,WILLIAMS VALLEY SD,4,45.2,48.4,4.8,1.6
2008,129548803,Schuylkill,WILLIAMS VALLEY SD,8,8.9,36.7,29.1,25.3
2008,129548803,Schuylkill,WILLIAMS VALLEY SD,11,5.4,22.8,50,21.7
