year,aun,county,district,grade,writing_a,writing_p,writing_b,writing_bb
2006,104105003,Butler,MARS AREA SD,5,2.7,55,41.9,0.5
2006,104105003,Butler,MARS AREA SD,8,7.4,75,16.7,1
2006,104105003,Butler,MARS AREA SD,11,8.9,74.7,16,0.4
2006,104105353,Butler,MONITEAU SD,5,0.7,39.5,57.9,2
2006,104105353,Butler,MONITEAU SD,8,2.9,55.1,36.2,5.8
2006,104105353,Butler,MONITEAU SD,11,12.9,64.4,18.2,4.5
2006,104107903,Butler,SENECA VALLEY SD,5,2.8,65.7,30.7,0.7
2006,104107903,Butler,SENECA VALLEY SD,8,18,72.7,8.4,0.9
2006,104107903,Butler,SENECA VALLEY SD,11,32.5,60.8,6.4,0.4
2006,104107503,Butler,SLIPPERY ROCK AREA SD,5,0,53.7,46.3,0
2006,104107503,Butler,SLIPPERY ROCK AREA SD,8,0,68.5,29.9,1.5
2006,104107503,Butler,SLIPPERY ROCK AREA SD,11,15.7,71.1,12.7,0.5
2006,104107803,Butler,SOUTH BUTLER COUNTY SD,5,1.4,61.2,36.4,0.9
2006,104107803,Butler,SOUTH BUTLER COUNTY SD,8,6.9,76.8,15.1,1.2
2006,104107803,Butler,SOUTH BUTLER COUNTY SD,11,24.7,66.7,8.2,0.4
2006,108110603,Cambria,BLACKLICK VALLEY SD,5,1.7,62.7,35.6,0
2006,108110603,Cambria,BLACKLICK VALLEY SD,8,1.5,83.1,15.4,0
2006,108110603,Cambria,BLACKLICK VALLEY SD,11,13,83.3,3.7,0
2006,108111203,Cambria,CAMBRIA HEIGHTS SD,5,0.8,47.7,51.5,0
2006,108111203,Cambria,CAMBRIA HEIGHTS SD,8,3.3,64.8,30.3,1.6
2006,108111203,Cambria,CAMBRIA HEIGHTS SD,11,4.1,88.5,6.6,0.8
2006,108111303,Cambria,CENTRAL CAMBRIA SD,5,0.7,59.3,40,0
2006,108111303,Cambria,CENTRAL CAMBRIA SD,8,2.3,68.7,26.7,2.3
2006,108111303,Cambria,CENTRAL CAMBRIA SD,11,24.1,70.9,5.1,0
2006,108111403,Cambria,CONEMAUGH VALLEY SD,5,1.4,64.4,32.9,1.4
2006,108111403,Cambria,CONEMAUGH VALLEY SD,8,2.5,81,15.2,1.3
2006,108111403,Cambria,CONEMAUGH VALLEY SD,11,9.2,88.2,2.6,0
2006,108112003,Cambria,FERNDALE AREA SD,5,0,58.8,41.2,0
2006,108112003,Cambria,FERNDALE AREA SD,8,0,58.1,40.3,1.6
2006,108112003,Cambria,FERNDALE AREA SD,11,10.9,81.8,7.3,0
2006,108112203,Cambria,FOREST HILLS SD,5,2.3,59.6,38,0
2006,108112203,Cambria,FOREST HILLS SD,8,7.1,78.6,12.1,2.2
2006,108112203,Cambria,FOREST HILLS SD,11,11.7,71.3,13.8,3.2
2006,108112502,Cambria,GREATER JOHNSTOWN SD,5,0,30.2,68,1.8
2006,108112502,Cambria,GREATER JOHNSTOWN SD,8,2.1,42.5,47.6,7.7
2006,108112502,Cambria,GREATER JOHNSTOWN SD,11,7.9,70.1,19.2,2.8
2006,108114503,Cambria,NORTHERN CAMBRIA SD,5,2.4,69.5,28,0
2006,108114503,Cambria,NORTHERN CAMBRIA SD,8,1.8,60.6,36.7,0.9
2006,108114503,Cambria,NORTHERN CAMBRIA SD,11,8.2,71.1,20.6,0
2006,108116003,Cambria,PENN CAMBRIA SD,5,0.7,39.4,59.1,0.7
2006,108116003,Cambria,PENN CAMBRIA SD,8,2.1,70.9,27,0
2006,108116003,Cambria,PENN CAMBRIA SD,11,21.1,68.3,9.2,1.4
2006,108116303,Cambria,PORTAGE AREA SD,5,6.3,54,39.7,0
2006,108116303,Cambria,PORTAGE AREA SD,8,1.4,51.4,43.2,4.1
2006,108116303,Cambria,PORTAGE AREA SD,11,30.3,53.9,13.5,2.2
2006,108116503,Cambria,RICHLAND SD,5,22.2,63.3,14.4,0
2006,108116503,Cambria,RICHLAND SD,8,5.8,73,20.4,0.7
2006,108116503,Cambria,RICHLAND SD,11,40.8,53.3,5.8,0
2006,108118503,Cambria,WESTMONT HILLTOP SD,5,3.5,69.3,27.2,0
2006,108118503,Cambria,WESTMONT HILLTOP SD,8,6.9,78.4,14.7,0
2006,108118503,Cambria,WESTMONT HILLTOP SD,11,21.1,67.8,9.9,1.3
2006,109122703,Cameron,CAMERON COUNTY SD,5,2.6,39.5,55.3,2.6
2006,109122703,Cameron,CAMERON COUNTY SD,8,2.7,58.7,36,2.7
2006,109122703,Cameron,CAMERON COUNTY SD,11,6.2,58.5,32.3,3.1
2006,121135003,Carbon,JIM THORPE AREA SD,5,0,41.2,58.8,0
2006,121135003,Carbon,JIM THORPE AREA SD,8,3,73.4,21.9,1.8
2006,121135003,Carbon,JIM THORPE AREA SD,11,23.2,71.4,5.4,0
2006,121135503,Carbon,LEHIGHTON AREA SD,5,0,45.4,53.4,1.2
2006,121135503,Carbon,LEHIGHTON AREA SD,8,7.5,76.5,15,1
2006,121135503,Carbon,LEHIGHTON AREA SD,11,8.8,73.6,17.6,0
2006,121136503,Carbon,PALMERTON AREA SD,5,1.4,69.9,28.8,0
2006,121136503,Carbon,PALMERTON AREA SD,8,3.8,68.1,25.6,2.5
2006,121136503,Carbon,PALMERTON AREA SD,11,10.1,80.6,8.5,0.8
2006,121136603,Carbon,PANTHER VALLEY SD,5,0,26.9,69.7,3.4
2006,121136603,Carbon,PANTHER VALLEY SD,8,0.8,68.9,28.8,1.5
2006,121136603,Carbon,PANTHER VALLEY SD,11,6.9,75.5,15.7,2
2006,121139004,Carbon,WEATHERLY AREA SD,5,3,34.8,62.1,0
2006,121139004,Carbon,WEATHERLY AREA SD,8,15.6,50,31.3,3.1
2006,121139004,Carbon,WEATHERLY AREA SD,11,10.2,69.5,20.3,0
2006,110141003,Centre,BALD EAGLE AREA SD,5,1.4,53.4,45.3,0
2006,110141003,Centre,BALD EAGLE AREA SD,8,16.7,71.4,11.3,0.6
2006,110141003,Centre,BALD EAGLE AREA SD,11,10.3,68.6,18.9,2.2
2006,110141103,Centre,BELLEFONTE AREA SD,5,0.9,46.1,51.7,1.3
2006,110141103,Centre,BELLEFONTE AREA SD,8,6.6,70.7,22.4,0.4
2006,110141103,Centre,BELLEFONTE AREA SD,11,13,78.5,7.7,0.8
2006,110147003,Centre,PENNS VALLEY AREA SD,5,5.5,45.5,49.1,0
2006,110147003,Centre,PENNS VALLEY AREA SD,8,1.5,56.7,40.3,1.5
2006,110147003,Centre,PENNS VALLEY AREA SD,11,9.9,77.5,11.3,1.4
2006,110148002,Centre,STATE COLLEGE AREA SD,5,2.7,64.2,32.3,0.8
2006,110148002,Centre,STATE COLLEGE AREA SD,8,9.7,71.1,17.8,1.5
2006,110148002,Centre,STATE COLLEGE AREA SD,11,24.9,67.6,6.6,0.9
2006,124150503,Chester,AVON GROVE SD,5,9.2,69.2,21.3,0.3
2006,124150503,Chester,AVON GROVE SD,8,8.3,56.1,34,1.7
2006,124150503,Chester,AVON GROVE SD,11,16,67.7,15.2,1
2006,124151902,Chester,COATESVILLE AREA SD,5,1.2,44,54,0.8
2006,124151902,Chester,COATESVILLE AREA SD,8,2.4,43.1,49.4,5.1
2006,124151902,Chester,COATESVILLE AREA SD,11,7.9,70.3,20.5,1.4
2006,124151607,Chester,CTR FOR ARTS AND TECHNOLOGY,11,6.6,85.7,5.5,2.2
2006,124152003,Chester,DOWNINGTOWN AREA SD,5,4.3,69.3,26.3,0.1
2006,124152003,Chester,DOWNINGTOWN AREA SD,8,9.9,70.9,18.4,0.8
2006,124152003,Chester,DOWNINGTOWN AREA SD,11,28.4,65,6.2,0.4
2006,124153503,Chester,GREAT VALLEY SD,5,7.7,76.6,15.1,0.6
2006,124153503,Chester,GREAT VALLEY SD,8,17.7,68.2,13.8,0.3
2006,124153503,Chester,GREAT VALLEY SD,11,37,59.2,3.4,0.3
2006,124154003,Chester,KENNETT CONSOLIDATED SD,5,2.2,49.4,48,0.4
2006,124154003,Chester,KENNETT CONSOLIDATED SD,8,8.3,58.6,27.8,5.3
2006,124154003,Chester,KENNETT CONSOLIDATED SD,11,18.6,63.7,14.3,3.4
2006,124156503,Chester,OCTORARA AREA SD,5,0.5,61.1,37.3,1
2006,124156503,Chester,OCTORARA AREA SD,8,7.2,64.7,23.2,4.8
2006,124156503,Chester,OCTORARA AREA SD,11,11.4,75.2,12.4,1
2006,124156603,Chester,OWEN J ROBERTS SD,5,3.5,64.8,31.6,0
2006,124156603,Chester,OWEN J ROBERTS SD,8,10.2,61.4,26.9,1.5
2006,124156603,Chester,OWEN J ROBERTS SD,11,26.2,57.6,15,1.2
2006,124156703,Chester,OXFORD AREA SD,5,1.3,63,34.9,0.8
2006,124156703,Chester,OXFORD AREA SD,8,7,72.8,18.1,2.1
2006,124156703,Chester,OXFORD AREA SD,11,18.9,66,14.3,0.8
2006,124157203,Chester,PHOENIXVILLE AREA SD,5,3.4,69.1,27.5,0
2006,124157203,Chester,PHOENIXVILLE AREA SD,8,10.7,66.2,21.7,1.4
2006,124157203,Chester,PHOENIXVILLE AREA SD,11,22.4,63.6,11.8,2.2
2006,124157802,Chester,TREDYFFRIN-EASTTOWN SD,5,9,71.8,19.2,0
2006,124157802,Chester,TREDYFFRIN-EASTTOWN SD,8,25.7,68.8,5.1,0.4
2006,124157802,Chester,TREDYFFRIN-EASTTOWN SD,11,41.8,54.1,3.4,0.7
2006,124158503,Chester,UNIONVILLE-CHADDS FORD SD,5,1.6,81.3,17,0
2006,124158503,Chester,UNIONVILLE-CHADDS FORD SD,8,13.8,75.2,10.9,0
2006,124158503,Chester,UNIONVILLE-CHADDS FORD SD,11,25.2,71.3,3.5,0
2006,124159002,Chester,WEST CHESTER AREA SD,5,2.6,73.6,23.5,0.2
2006,124159002,Chester,WEST CHESTER AREA SD,8,13.5,70.6,15.4,0.5
2006,124159002,Chester,WEST CHESTER AREA SD,11,21.7,73.4,4.5,0.3
2006,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,5,1.2,62.2,35.4,1.2
2006,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,8,1,49,41.2,8.8
2006,106160303,Clarion,ALLEGHENY-CLARION VALLEY SD,11,7,81.7,11.3,0
2006,106161203,Clarion,CLARION AREA SD,5,1.3,46.1,52.6,0
2006,106161203,Clarion,CLARION AREA SD,8,8.6,80,11.4,0
2006,106161203,Clarion,CLARION AREA SD,11,21.5,67.1,10.1,1.3
2006,106161703,Clarion,CLARION-LIMESTONE AREA SD,5,0,48.7,51.3,0
2006,106161703,Clarion,CLARION-LIMESTONE AREA SD,8,2.3,75.6,22.1,0
2006,106161703,Clarion,CLARION-LIMESTONE AREA SD,11,16.9,74,7.8,1.3
2006,106166503,Clarion,KEYSTONE SD,5,0,38.8,60,1.3
2006,106166503,Clarion,KEYSTONE SD,8,3.7,69.2,24.3,2.8
2006,106166503,Clarion,KEYSTONE SD,11,14.1,66.2,16.9,2.8
2006,106167504,Clarion,NORTH CLARION COUNTY SD,5,0,44.4,55.6,0
2006,106167504,Clarion,NORTH CLARION COUNTY SD,8,4.9,80.3,13.1,1.6
2006,106167504,Clarion,NORTH CLARION COUNTY SD,11,6.7,80,11.7,1.7
2006,106168003,Clarion,REDBANK VALLEY SD,5,2.9,66.7,30.5,0
2006,106168003,Clarion,REDBANK VALLEY SD,8,12.7,79.7,6.8,0.8
2006,106168003,Clarion,REDBANK VALLEY SD,11,9.6,81.6,8.8,0
2006,106169003,Clarion,UNION SD,5,0,27.9,70.5,1.6
2006,106169003,Clarion,UNION SD,8,4.1,74,16.4,5.5
2006,106169003,Clarion,UNION SD,11,6.3,71.4,22.2,0
2006,110171003,Clearfield,CLEARFIELD AREA SD,5,0,49.5,50,0.5
2006,110171003,Clearfield,CLEARFIELD AREA SD,8,2.4,45,48.3,4.3
2006,110171003,Clearfield,CLEARFIELD AREA SD,11,4.3,78.1,16.3,1.3
2006,110171803,Clearfield,CURWENSVILLE AREA SD,5,0.8,43.4,55.7,0
2006,110171803,Clearfield,CURWENSVILLE AREA SD,8,8.2,74.1,15.3,2.4
2006,110171803,Clearfield,CURWENSVILLE AREA SD,11,11.1,77.8,7.1,4
2006,106172003,Clearfield,DUBOIS AREA SD,5,2.2,56.4,41.1,0.3
2006,106172003,Clearfield,DUBOIS AREA SD,8,4.3,61.9,32,1.8
2006,106172003,Clearfield,DUBOIS AREA SD,11,10.1,79.5,10.4,0
2006,110173003,Clearfield,GLENDALE SD,5,0,26.7,73.3,0
2006,110173003,Clearfield,GLENDALE SD,8,0,32.4,64.7,2.9
2006,110173003,Clearfield,GLENDALE SD,11,1.4,81.4,17.1,0
2006,110173504,Clearfield,HARMONY AREA SD,5,3.3,26.7,70,0
2006,110173504,Clearfield,HARMONY AREA SD,8,0,18.8,71.9,9.4
2006,110173504,Clearfield,HARMONY AREA SD,11,4.5,68.2,27.3,0
2006,110175003,Clearfield,MOSHANNON VALLEY SD,5,0,66.1,33.9,0
2006,110175003,Clearfield,MOSHANNON VALLEY SD,8,0,53.4,46.6,0
2006,110175003,Clearfield,MOSHANNON VALLEY SD,11,2,82.4,11.8,3.9
2006,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,5,0.6,51.3,48.1,0
2006,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,8,2.7,52.9,41.2,3.2
2006,110177003,Clearfield,PHILIPSBURG-OSCEOLA AREA SD,11,27.6,62.2,8.7,1.6
2006,110179003,Clearfield,WEST BRANCH AREA SD,5,0,49,50,1
2006,110179003,Clearfield,WEST BRANCH AREA SD,8,0,62.9,35.2,1.9
2006,110179003,Clearfield,WEST BRANCH AREA SD,11,9,89.7,1.3,0
2006,110183602,Clinton,KEYSTONE CENTRAL SD,5,1.1,33.1,63.7,2
2006,110183602,Clinton,KEYSTONE CENTRAL SD,8,1.7,57.6,38.5,2.2
2006,110183602,Clinton,KEYSTONE CENTRAL SD,11,2.9,74.7,20.7,1.7
2006,116191004,Columbia,BENTON AREA SD,5,0,53.1,46.9,0
2006,116191004,Columbia,BENTON AREA SD,8,0,42.2,57.8,0
2006,116191004,Columbia,BENTON AREA SD,11,4.4,91.1,4.4,0
2006,116191103,Columbia,BERWICK AREA SD,5,0,49.8,49.8,0.4
2006,116191103,Columbia,BERWICK AREA SD,8,2.6,69.2,24.5,3.6
2006,116191103,Columbia,BERWICK AREA SD,11,5.7,74.7,16.5,3.1
2006,116191203,Columbia,BLOOMSBURG AREA SD,5,0.7,47.2,52.1,0
2006,116191203,Columbia,BLOOMSBURG AREA SD,8,3.6,59.9,34.3,2.2
2006,116191203,Columbia,BLOOMSBURG AREA SD,11,22.1,71.3,5.7,0.8
2006,116191503,Columbia,CENTRAL COLUMBIA SD,5,0.6,47,51.2,1.2
2006,116191503,Columbia,CENTRAL COLUMBIA SD,8,7.2,69.3,22.9,0.6
2006,116191503,Columbia,CENTRAL COLUMBIA SD,11,10.9,86.1,3,0
2006,116195004,Columbia,MILLVILLE AREA SD,5,0,59.6,40.4,0
2006,116195004,Columbia,MILLVILLE AREA SD,8,2.9,68.1,29,0
2006,116195004,Columbia,MILLVILLE AREA SD,11,33.3,64.6,2.1,0
2006,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,5,1,41.2,57.7,0
2006,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,8,7.1,64.6,27.4,0.9
2006,116197503,Columbia,SOUTHERN COLUMBIA AREA SD,11,35,57.5,7.5,0
2006,105201033,Crawford,CONNEAUT SD,5,0,32.1,65.8,2.1
2006,105201033,Crawford,CONNEAUT SD,8,0.8,36.4,57.7,5
2006,105201033,Crawford,CONNEAUT SD,11,13.7,68.1,16.7,1.5
2006,105201352,Crawford,CRAWFORD CENTRAL SD,5,0.4,36.8,62,0.8
2006,105201352,Crawford,CRAWFORD CENTRAL SD,8,3.1,70.5,24.1,2.2
2006,105201352,Crawford,CRAWFORD CENTRAL SD,11,16.1,74.5,9,0.4
2006,105204703,Crawford,PENNCREST SD,5,0.3,53.1,45.8,0.7
2006,105204703,Crawford,PENNCREST SD,8,2.2,77.5,19.6,0.6
2006,105204703,Crawford,PENNCREST SD,11,22.1,74.5,3.4,0
2006,115210503,Cumberland,BIG SPRING SD,5,2,50.5,44.5,3
2006,115210503,Cumberland,BIG SPRING SD,8,1.6,67.2,29.7,1.6
2006,115210503,Cumberland,BIG SPRING SD,11,10.4,73.4,14.9,1.4
2006,115211003,Cumberland,CAMP HILL SD,5,7.4,45.6,45.6,1.5
2006,115211003,Cumberland,CAMP HILL SD,8,8,69.3,20.5,2.3
2006,115211003,Cumberland,CAMP HILL SD,11,38.2,56.2,4.5,1.1
2006,115211103,Cumberland,CARLISLE AREA SD,5,5.2,46.3,48.1,0.3
2006,115211103,Cumberland,CARLISLE AREA SD,8,4.8,63.6,30.7,0.9
2006,115211103,Cumberland,CARLISLE AREA SD,11,14.8,66.8,16.6,1.8
2006,115211603,Cumberland,CUMBERLAND VALLEY SD,5,1.5,57.6,40.3,0.6
2006,115211603,Cumberland,CUMBERLAND VALLEY SD,8,9.8,76,13.5,0.8
2006,115211603,Cumberland,CUMBERLAND VALLEY SD,11,24.6,70.6,4.6,0.2
2006,115212503,Cumberland,EAST PENNSBORO AREA SD,5,1.5,65.4,32.7,0.5
2006,115212503,Cumberland,EAST PENNSBORO AREA SD,8,3.5,75.1,17.9,3.5
2006,115212503,Cumberland,EAST PENNSBORO AREA SD,11,4.5,72.7,19.7,3
2006,115216503,Cumberland,MECHANICSBURG AREA SD,5,1.6,49.2,48.8,0.4
2006,115216503,Cumberland,MECHANICSBURG AREA SD,8,8.6,78.5,12.5,0.4
2006,115216503,Cumberland,MECHANICSBURG AREA SD,11,10.5,76.2,11.5,1.7
2006,115218003,Cumberland,SHIPPENSBURG AREA SD,5,5.3,60.4,33.2,1.1
2006,115218003,Cumberland,SHIPPENSBURG AREA SD,8,0.8,30.1,63.3,5.9
2006,115218003,Cumberland,SHIPPENSBURG AREA SD,11,10,74.6,15,0.4
2006,115218303,Cumberland,SOUTH MIDDLETON SD,5,0.6,44.1,54.7,0.6
2006,115218303,Cumberland,SOUTH MIDDLETON SD,8,2.2,58.6,37,2.2
2006,115218303,Cumberland,SOUTH MIDDLETON SD,11,8.9,64.9,23.8,2.4
2006,115221402,Dauphin,CENTRAL DAUPHIN SD,5,2.6,57.3,40,0.1
2006,115221402,Dauphin,CENTRAL DAUPHIN SD,8,4.3,59,34.8,1.9
2006,115221402,Dauphin,CENTRAL DAUPHIN SD,11,16.5,64,18.5,1
2006,115221753,Dauphin,DERRY TOWNSHIP SD,5,3.2,60.8,36,0
2006,115221753,Dauphin,DERRY TOWNSHIP SD,8,12.5,69.9,17.6,0
2006,115221753,Dauphin,DERRY TOWNSHIP SD,11,31.3,67.5,1.2,0
2006,115222504,Dauphin,HALIFAX AREA SD,5,2.2,43.5,54.3,0
2006,115222504,Dauphin,HALIFAX AREA SD,8,11.7,66,22.3,0
2006,115222504,Dauphin,HALIFAX AREA SD,11,7.6,78.5,13.9,0
2006,115222752,Dauphin,HARRISBURG CITY SD,5,0,21.2,75.4,3.4
2006,115222752,Dauphin,HARRISBURG CITY SD,8,0.2,27.1,61,11.7
2006,115222752,Dauphin,HARRISBURG CITY SD,11,3.2,59.2,34.6,3
2006,115224003,Dauphin,LOWER DAUPHIN SD,5,1.1,51.3,45.8,1.8
2006,115224003,Dauphin,LOWER DAUPHIN SD,8,8.3,60.7,30.4,0.6
2006,115224003,Dauphin,LOWER DAUPHIN SD,11,21.4,64.4,12.2,2
2006,115226003,Dauphin,MIDDLETOWN AREA SD,5,0.5,41.2,57.2,1.1
2006,115226003,Dauphin,MIDDLETOWN AREA SD,8,1,34.5,55.8,8.7
2006,115226003,Dauphin,MIDDLETOWN AREA SD,11,2.8,77.3,19.3,0.6
2006,115226103,Dauphin,MILLERSBURG AREA SD,5,3.3,41,55.7,0
2006,115226103,Dauphin,MILLERSBURG AREA SD,8,2.6,67.1,27.6,2.6
2006,115226103,Dauphin,MILLERSBURG AREA SD,11,5.2,83.1,10.4,1.3
2006,115228003,Dauphin,STEELTON-HIGHSPIRE SD,5,0,33.3,62.2,4.4
2006,115228003,Dauphin,STEELTON-HIGHSPIRE SD,8,2.2,21.7,62,14.1
2006,115228003,Dauphin,STEELTON-HIGHSPIRE SD,11,4.1,56.2,37,2.7
2006,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,5,3.3,52.2,44,0.5
2006,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,8,4.6,59.5,32.4,3.4
2006,115228303,Dauphin,SUSQUEHANNA TOWNSHIP SD,11,6.9,64.4,28.3,0.4
2006,115229003,Dauphin,UPPER DAUPHIN AREA SD,5,0,51.1,47.8,1.1
2006,115229003,Dauphin,UPPER DAUPHIN AREA SD,8,0.9,61.5,35.9,1.7
2006,115229003,Dauphin,UPPER DAUPHIN AREA SD,11,3.4,73,22.5,1.1
2006,125231232,Delaware,CHESTER-UPLAND SD,5,0,36.5,61.5,2.1
2006,125231232,Delaware,CHESTER-UPLAND SD,8,0.3,44,47.3,8.4
2006,125231232,Delaware,CHESTER-UPLAND SD,11,1.5,65,31.2,2.3
2006,125231303,Delaware,CHICHESTER SD,5,0.4,44.6,54.7,0.4
2006,125231303,Delaware,CHICHESTER SD,8,2.2,68,29.4,0.4
2006,125231303,Delaware,CHICHESTER SD,11,13.2,75.1,11,0.7
2006,125234103,Delaware,GARNET VALLEY SD,5,3.8,72.1,23.5,0.6
2006,125234103,Delaware,GARNET VALLEY SD,8,5.2,78.3,16.5,0
2006,125234103,Delaware,GARNET VALLEY SD,11,29.7,64.1,5.9,0.3
2006,125234502,Delaware,HAVERFORD TOWNSHIP SD,5,2.9,61.5,35.3,0.2
2006,125234502,Delaware,HAVERFORD TOWNSHIP SD,8,13.9,66.1,17.3,2.7
2006,125234502,Delaware,HAVERFORD TOWNSHIP SD,11,21,68.8,9.6,0.6
2006,125235103,Delaware,INTERBORO SD,5,1.4,47.3,51.2,0
2006,125235103,Delaware,INTERBORO SD,8,4.7,59,34.6,1.7
2006,125235103,Delaware,INTERBORO SD,11,28.5,63,7.7,0.7
2006,125235502,Delaware,MARPLE NEWTOWN SD,5,1.6,70.3,28.1,0
2006,125235502,Delaware,MARPLE NEWTOWN SD,8,6.5,71.6,21.8,0
2006,125235502,Delaware,MARPLE NEWTOWN SD,11,11.5,73.8,13.8,1
2006,125236903,Delaware,PENN-DELCO SD,5,0.9,58,41.1,0
2006,125236903,Delaware,PENN-DELCO SD,8,3.3,69.8,26.4,0.4
2006,125236903,Delaware,PENN-DELCO SD,11,12.5,68.8,18.8,0
2006,125237603,Delaware,RADNOR TOWNSHIP SD,5,9,77.3,13.7,0
2006,125237603,Delaware,RADNOR TOWNSHIP SD,8,23.3,69.3,6.1,1.3
2006,125237603,Delaware,RADNOR TOWNSHIP SD,11,38,58.8,2.6,0.7
2006,125237702,Delaware,RIDLEY SD,5,1,45.2,52.3,1.5
2006,125237702,Delaware,RIDLEY SD,8,5.3,65.3,28.4,0.9
2006,125237702,Delaware,RIDLEY SD,11,24.5,67,6.3,2.2
2006,125237903,Delaware,ROSE TREE MEDIA SD,5,2.8,60.3,36.6,0.3
2006,125237903,Delaware,ROSE TREE MEDIA SD,8,14.1,65.9,19.4,0.6
2006,125237903,Delaware,ROSE TREE MEDIA SD,11,41.7,51.8,6.2,0.3
2006,125238402,Delaware,SOUTHEAST DELCO SD,5,0,33.5,64.8,1.8
2006,125238402,Delaware,SOUTHEAST DELCO SD,8,1.7,45.8,45.8,6.8
2006,125238402,Delaware,SOUTHEAST DELCO SD,11,3.9,81,14.5,0.6
2006,125238502,Delaware,SPRINGFIELD SD,5,0.4,70.4,29.2,0
2006,125238502,Delaware,SPRINGFIELD SD,8,9.2,78.5,11.9,0.4
2006,125238502,Delaware,SPRINGFIELD SD,11,24.8,67.6,7,0.6
2006,125239452,Delaware,UPPER DARBY SD,5,0.6,41.5,57,0.9
2006,125239452,Delaware,UPPER DARBY SD,8,1.2,38.1,52.6,8.1
2006,125239452,Delaware,UPPER DARBY SD,11,12.4,61.2,24.5,1.9
2006,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,5,5.4,62.5,31.8,0.4
2006,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,8,25.6,59.9,11.9,2.5
2006,125239603,Delaware,WALLINGFORD-SWARTHMORE SD,11,27.2,65.7,7.2,0
2006,125239652,Delaware,WILLIAM PENN SD,5,0,24.7,73.2,2
2006,125239652,Delaware,WILLIAM PENN SD,8,1.6,48.4,41.7,8.3
2006,125239652,Delaware,WILLIAM PENN SD,11,17.6,54.7,25,2.7
2006,109243503,Elk,JOHNSONBURG AREA SD,5,0,56.7,43.3,0
2006,109243503,Elk,JOHNSONBURG AREA SD,8,0,60,36.7,3.3
2006,109243503,Elk,JOHNSONBURG AREA SD,11,1.7,79.3,19,0
2006,109246003,Elk,RIDGWAY AREA SD,5,0,28.4,70.3,1.4
2006,109246003,Elk,RIDGWAY AREA SD,8,0,40.3,59.7,0
2006,109246003,Elk,RIDGWAY AREA SD,11,8.7,77.2,13,1.1
2006,109248003,Elk,SAINT MARYS AREA SD,5,1.1,32.8,65.5,0.6
2006,109248003,Elk,SAINT MARYS AREA SD,8,5.6,64,28.1,2.2
2006,109248003,Elk,SAINT MARYS AREA SD,11,3.7,71.9,22.6,1.8
2006,105251453,Erie,CORRY AREA SD,5,3.2,63.6,32.5,0.6
2006,105251453,Erie,CORRY AREA SD,8,3.2,59.5,33.6,3.6
2006,105251453,Erie,CORRY AREA SD,11,9.1,75.3,15.6,0
2006,105252602,Erie,ERIE CITY SD,5,1.4,40.2,56.4,2.1
2006,105252602,Erie,ERIE CITY SD,8,3,48,42.1,6.9
2006,105252602,Erie,ERIE CITY SD,11,13.1,72.7,13.7,0.4
2006,105253303,Erie,FAIRVIEW SD,5,5.1,77.4,17.5,0
2006,105253303,Erie,FAIRVIEW SD,8,8.4,82.6,9,0
2006,105253303,Erie,FAIRVIEW SD,11,13.9,79.1,6.1,0.9
2006,105253553,Erie,FORT LEBOEUF SD,5,1.7,52,45.2,1.1
2006,105253553,Erie,FORT LEBOEUF SD,8,1.2,59,36.4,3.5
2006,105253553,Erie,FORT LEBOEUF SD,11,5.7,84.9,8.8,0.6
2006,105253903,Erie,GENERAL MCLANE SD,5,0,29,70.4,0.6
2006,105253903,Erie,GENERAL MCLANE SD,8,8.7,67.3,22.4,1.5
2006,105253903,Erie,GENERAL MCLANE SD,11,28.8,64.9,5.8,0.5
2006,105254053,Erie,GIRARD SD,5,0,70.9,28.5,0.6
2006,105254053,Erie,GIRARD SD,8,1.3,59.9,36.9,1.9
2006,105254053,Erie,GIRARD SD,11,2.1,70.7,26.4,0.7
2006,105254353,Erie,HARBOR CREEK SD,5,5.7,69.5,24.1,0.7
2006,105254353,Erie,HARBOR CREEK SD,8,4.9,56.4,36.8,1.8
2006,105254353,Erie,HARBOR CREEK SD,11,8.9,78.9,12.1,0
2006,105256553,Erie,IROQUOIS SD,5,0,32.4,64.9,2.7
2006,105256553,Erie,IROQUOIS SD,8,3.8,46.2,44.3,5.7
2006,105256553,Erie,IROQUOIS SD,11,20.4,72,7.5,0
2006,105257602,Erie,MILLCREEK TOWNSHIP SD,5,2.8,61.2,35.4,0.6
2006,105257602,Erie,MILLCREEK TOWNSHIP SD,8,11.8,74.5,12.9,0.8
2006,105257602,Erie,MILLCREEK TOWNSHIP SD,11,15.8,78.8,5.2,0.2
2006,105258303,Erie,NORTH EAST SD,5,2.2,65.4,30.9,1.5
2006,105258303,Erie,NORTH EAST SD,8,4.1,53.4,39.2,3.4
2006,105258303,Erie,NORTH EAST SD,11,23.2,70.4,3.5,2.8
